Question,Answer,Answer Type,Reasoning Type,id
What is the difference between when the publisher of Eye To The Telescope (Magazine) was founded and the year 2024?,46,number,Arithmetic,2909f2240bdc11eba7f7acde48001122_2
What is the difference between when the publisher of American Scientist was founded and the year 2024?,138,number,Arithmetic,982f8e440bdb11eba7f7acde48001122_2
What year was the publisher of American Scientist founded?,1886,year,Original,982f8e440bdb11eba7f7acde48001122_2
What is the date one month after when Tatiana Tolstoy-Paus's husband died?,1983-04-11,date,"Commonsense, Arithmetic",08fe2b440bdc11eba7f7acde48001122_0
When did Tatiana Tolstoy-Paus's husband die?,11 March 1983,date,Original,08fe2b440bdc11eba7f7acde48001122_0
What is the date one month after the date of death of Sissel Lange-Nielsen's husband?,2014-05-18,date,"Commonsense, Arithmetic",f772c98c0bdd11eba7f7acde48001122_0
What is the date of death of Sissel Lange-Nielsen's husband?,18 April 2014,date,Original,f772c98c0bdd11eba7f7acde48001122_0
What is the date one month after when the director of film Slap Her... She'S French was born?,1952-11-20,date,"Commonsense, Arithmetic",14bdff820bdb11eba7f7acde48001122_0
When was the director of film Slap Her... She'S French born?,"October 20, 1952",date,Original,14bdff820bdb11eba7f7acde48001122_0
What is the date one month after when Philip III Of Namur's father died?,1330-02-28,date,"Commonsense, Arithmetic",9042c21c0bdd11eba7f7acde48001122_0
When did Philip III Of Namur's father die?,31 January 1330,date,Original,9042c21c0bdd11eba7f7acde48001122_0
"What is the concatenation of the first letters of the first name and last name of the paternal grandfather of Ferdinand Maximilian, Hereditary Prince Of Baden-Baden in lowercase?",ef,string,"Symbolic, Commonsense",0e6f6aa60bb011ebab90acde48001122_14
What is the concatenation of the first letters of the first name and last name of the maternal grandfather of Vyacheslav Yaroslavich in lowercase?,os,string,"Symbolic, Commonsense",ded103fe0baf11ebab90acde48001122_14
Who is the maternal grandfather of Vyacheslav Yaroslavich?,Olof Skötkonung,person,Original,ded103fe0baf11ebab90acde48001122_14
What is the concatenation of the first letters of the first name and last name of Eochaid Mac Fiachnai's paternal grandfather in lowercase?,ár,string,"Symbolic, Commonsense",3a142e540baf11ebab90acde48001122_14
Who is Eochaid Mac Fiachnai's paternal grandfather?,Áed Róin,person,Original,3a142e540baf11ebab90acde48001122_14
What is the concatenation of the first letters of the first name and last name of Joseph-André Taschereau's paternal grandfather in lowercase?,gt,string,"Symbolic, Commonsense",10cd47420baf11ebab90acde48001122_14
"What is the last letter of the first name of William Paulet, 4Th Marquess Of Winchester's paternal grandmother?",h,letter,"Symbolic, Commonsense",895740ae0bb011ebab90acde48001122_0
"Who is William Paulet, 4Th Marquess Of Winchester's paternal grandmother?",Elizabeth Willoughby,person,Original,895740ae0bb011ebab90acde48001122_0
What is the last letter of the first name of the spouse of the director of film The Invisible Menace?,n,letter,"Symbolic, Commonsense",642b190c0bda11eba7f7acde48001122_0
What is the last letter of the first name of the father of the director of film Dino Ki Dulhaniya?,d,letter,"Symbolic, Commonsense",6b7876160bdd11eba7f7acde48001122_0
Who is the father of the director of the film Dino Ki Dulhaniya?,Javed Jabbar,person,Original,6b7876160bdd11eba7f7acde48001122_0
What is the last letter of the first name of the paternal grandfather of Ahmose-Henutemipet?,e,letter,"Symbolic, Commonsense",bc702d440baf11ebab90acde48001122_0
How many unique letters are there in the last name of the paternal grandfather of Dui Finn?,2,number,"Commonsense, Arithmetic",5c7842780baf11ebab90acde48001122_18
Who is the paternal grandfather of Dui Finn?,Bres Rí,person,Original,5c7842780baf11ebab90acde48001122_18
"How many unique letters are there in the last name of James Tuchet, 5Th Earl Of Castlehaven's paternal grandmother?",6,number,"Commonsense, Arithmetic",562b581a0baf11ebab90acde48001122_18
How many unique letters are there in the last name of the spouse of the director of film Hannele'S Journey To Heaven?,5,number,"Commonsense, Arithmetic",1b495a1c0bdc11eba7f7acde48001122_18
How many unique letters are there in the last name of Abaqa Khan's paternal grandmother?,4,number,"Commonsense, Arithmetic",ee94ad900baf11ebab90acde48001122_18
What is the ASCII code of the last letter of the last name of the paternal grandfather of Ollom Fotla?,116,number,"Symbolic, Commonsense",71f393820baf11ebab90acde48001122_11
What is the ASCII code of the last letter of the last name of the paternal grandfather of Kerry Earnhardt?,116,number,"Symbolic, Commonsense",8762e83a0baf11ebab90acde48001122_11
What is the ASCII code of the last letter of the last name of Yujiulü Doulun's paternal grandfather?,110,number,"Symbolic, Commonsense",f643bee20bae11ebab90acde48001122_11
"What is the ASCII code of the last letter of the last name of Hugh Montgomerie, 7Th Earl Of Eglinton's paternal grandmother?",101,number,"Symbolic, Commonsense",6c80bc4e0bb011ebab90acde48001122_11
What is the first name of the maternal grandmother of Dakota Johnson?,Tippi,string,Commonsense,5d41911e0baf11ebab90acde48001122_12
What is the first name of Sun Luyu's paternal grandfather?,Sun,string,Commonsense,6571cca00baf11ebab90acde48001122_12
What is the first name of the father of the director of film Little Joe (Film)?,Rudolf,string,Commonsense,d61d801e0bd911eba7f7acde48001122_12
"What is the first name of Edward Wingfield, 2Nd Viscount Powerscourt's paternal grandmother?",Eleanor,string,Commonsense,78c31f420bb011ebab90acde48001122_12
How many letters are there between the first and last letters of the first name of the founder of the organization that published Big Picture (Magazine)?,3,number,"Commonsense, Arithmetic",6d8ff48a0bdb11eba7f7acde48001122_4
Who is the founder of the organization that published Big Picture (Magazine)?,Henry Wellcome,person,Original,6d8ff48a0bdb11eba7f7acde48001122_4
How many letters are there between the first and last letters of the first name of the father of the performer of song Everybody Needs A Best Friend?,2,number,"Commonsense, Arithmetic",34f839700bdb11eba7f7acde48001122_4
How many letters are there between the first and last letters of the first name of the paternal grandfather of Ahmose-Henutemipet?,9,number,"Commonsense, Arithmetic",bc702d440baf11ebab90acde48001122_4
How many letters are there between the first and last letters of the first name of Viacheslav I Of Kiev's maternal grandfather?,4,number,"Commonsense, Arithmetic",b01b7cc40baf11ebab90acde48001122_4
"How many vowels are there in the last name of the paternal grandfather of Euphemia Ii, Countess Of Ross?",3,number,"Commonsense, Arithmetic",6d273fd80bb011ebab90acde48001122_15
"Who is the paternal grandfather of Euphemia Ii, Countess Of Ross?",Walter Leslie,person,Original,6d273fd80bb011ebab90acde48001122_15
How many vowels are there in the last name of the mother of the director of film Operation Gold Ingot?,2,number,"Commonsense, Arithmetic",26af280a0bdc11eba7f7acde48001122_15
How many vowels are there in the last name of the paternal grandfather of Chiang Hsiao-Wu?,3,number,"Commonsense, Arithmetic",7be06c080baf11ebab90acde48001122_15
How many vowels are there in the last name of the spouse of the director of film På Solsiden?,2,number,"Commonsense, Arithmetic",1bfdd2d20bda11eba7f7acde48001122_15
What is the first letter of the first name of the spouse of the director of film The Belles Of St. Trinian'S in lowercase?,b,letter,"Symbolic, Commonsense",c2afbfa60bd911eba7f7acde48001122_0
Who is the spouse of the director of film The Belles Of St. Trinian'S?,Bernadette O'Farrell,person,Original,c2afbfa60bd911eba7f7acde48001122_0
What is the first letter of the first name of the father of the director of film American Woman (2018 Film) in lowercase?,r,letter,"Symbolic, Commonsense",87289e460bdc11eba7f7acde48001122_0
What is the first letter of the first name of the maternal grandfather of Vyacheslav Yaroslavich in lowercase?,o,letter,"Symbolic, Commonsense",ded103fe0baf11ebab90acde48001122_0
What is the first letter of the first name of Joseph-André Taschereau's paternal grandfather in lowercase?,g,letter,"Symbolic, Commonsense",10cd47420baf11ebab90acde48001122_0
What is the date one year before when Leopold David De Rothschild's father died?,1941-01-28,date,"Commonsense, Arithmetic",b8ffdece0bdd11eba7f7acde48001122_2
When did Leopold David De Rothschild's father die?,28 January 1942,date,Original,b8ffdece0bdd11eba7f7acde48001122_2
What is the date one year before the date of death of Princess Béatrice Of Bourbon-Two Sicilies's father?,2007-03-20,date,"Commonsense, Arithmetic",1e71fb080bdd11eba7f7acde48001122_2
What is the date of death of Princess Béatrice Of Bourbon-Two Sicilies's father?,20 March 2008,date,Original,1e71fb080bdd11eba7f7acde48001122_2
What is the date one year before when Richard Abel Smith's father died?,1992-01-24,date,"Commonsense, Arithmetic",8a6f3d2a0bdd11eba7f7acde48001122_2
When did Richard Abel Smith's father die?,24 January 1993,date,Original,8a6f3d2a0bdd11eba7f7acde48001122_2
How many syllables are there in the last name of the paternal grandfather of Ollom Fotla?,1,number,"Commonsense, Arithmetic",71f393820baf11ebab90acde48001122_1
How many syllables are there in the last name of the father-in-law of Ove Aunli?,2,number,"Commonsense, Arithmetic",e519fa3c0bae11ebab90acde48001122_1
How many syllables are there in the last name of Mehmed I's paternal grandmother?,2,number,"Commonsense, Arithmetic",b0165ea60baf11ebab90acde48001122_1
How many syllables are there in the last name of the paternal grandfather of Dui Finn?,1,number,"Commonsense, Arithmetic",5c7842780baf11ebab90acde48001122_1
What is the alphabetical order of the letters in the first name of the paternal grandfather of Ahmose-Henutemipet?,aeeehknnrst,string,"Symbolic, Commonsense",bc702d440baf11ebab90acde48001122_7
What is the alphabetical order of the letters in the first name of the father of the composer of film Durval Discos?,ainnotô,string,"Symbolic, Commonsense",7c5768260bdc11eba7f7acde48001122_7
What is the alphabetical order of the letters in the first name of the father of the director of film A No-Hit No-Run Summer?,filxé,string,"Symbolic, Commonsense",f89779580bdc11eba7f7acde48001122_7
Who is the father of the director of the film A No-Hit No-Run Summer?,Félix Leclerc,person,Original,f89779580bdc11eba7f7acde48001122_7
"What is the alphabetical order of the letters in the first name of Charles Monck, 3Rd Viscount Monck's paternal grandfather?",ahmost,string,"Symbolic, Commonsense",eb54b8e60baf11ebab90acde48001122_7
What is the combined length of the first name and last name of Sun Luyu's paternal grandfather?,7,number,"Commonsense, Arithmetic",6571cca00baf11ebab90acde48001122_19
What is the combined length of the first name and last name of the father of the director of film Little Joe (Film)?,13,number,"Commonsense, Arithmetic",d61d801e0bd911eba7f7acde48001122_19
What is the combined length of the first name and last name of the paternal grandfather of Diya Al-Dawla?,12,number,"Commonsense, Arithmetic",6a7e42180bb011ebab90acde48001122_19
Who is the paternal grandfather of Diya Al-Dawla?,Rukn al-Dawla,person,Original,6a7e42180bb011ebab90acde48001122_19
What is the combined length of the first name and last name of Viacheslav I Of Kiev's maternal grandfather?,15,number,"Commonsense, Arithmetic",b01b7cc40baf11ebab90acde48001122_19
How many unique letters are there in the first name of Albert G. Simms's father-in-law?,4,number,"Commonsense, Arithmetic",85dd56440baf11ebab90acde48001122_18
"How many unique letters are there in the first name of Edward Wingfield, 2Nd Viscount Powerscourt's paternal grandmother?",6,number,"Commonsense, Arithmetic",78c31f420bb011ebab90acde48001122_18
How many unique letters are there in the first name of the paternal grandfather of Ahmose-Henutemipet?,8,number,"Commonsense, Arithmetic",bc702d440baf11ebab90acde48001122_18
How many unique letters are there in the first name of the father of the director of film American Woman (2018 Film)?,6,number,"Commonsense, Arithmetic",87289e460bdc11eba7f7acde48001122_18
What is the year of Prince Raphael Rainer Of Thurn And Taxis's mother's birthday?,1870,number,Commonsense,43c910980bde11eba7f7acde48001122_8
When is Prince Raphael Rainer Of Thurn And Taxis's mother's birthday?,6 July 1870,date,Original,43c910980bde11eba7f7acde48001122_8
"What is the year of the date of birth of the director of film Tangos, The Exile Of Gardel?",1936,number,Commonsense,6914c1780bdc11eba7f7acde48001122_8
"What is the date of birth of the director of film Tangos, The Exile Of Gardel?",16 February 1936,date,Original,6914c1780bdc11eba7f7acde48001122_8
"What is the year of when Sophie Of Pomerania, Duchess Of Pomerania's husband died?",1474,number,Commonsense,b6d5841e0bdd11eba7f7acde48001122_8
"When did Sophie Of Pomerania, Duchess Of Pomerania's husband die?",5 July 1474,date,Original,b6d5841e0bdd11eba7f7acde48001122_8
What is the year of the date of death of Gustav Von Leonhard's father?,1862,number,Commonsense,c9e655000bd911eba7f7acde48001122_8
What is the date of death of Gustav Von Leonhard's father?,23 January 1862,date,Original,c9e655000bd911eba7f7acde48001122_8
"What is the date one day before when Joachim I, Prince Of Anhalt-Dessau's father died?",1516-06-11,date,"Commonsense, Arithmetic",47bafeb40bde11eba7f7acde48001122_2
"When did Joachim I, Prince Of Anhalt-Dessau's father die?",12 June 1516,date,Original,47bafeb40bde11eba7f7acde48001122_2
What is the date one day before the date of death of Timothy Shriver's father?,2011-01-17,date,"Commonsense, Arithmetic",c95d7b400bd911eba7f7acde48001122_2
What is the date of death of Timothy Shriver's father?,"January 18, 2011",date,Original,c95d7b400bd911eba7f7acde48001122_2
"What is the date one day before when Charles Somers-Cocks, 3Rd Earl Somers's father died?",1852-10-04,date,"Commonsense, Arithmetic",e5d416220bdd11eba7f7acde48001122_2
